time,V(n001),V(3),V(n008),V(2),V(n009),V(n011),V(n010),V(n013),V(n016),V(n018),V(n019),V(7),V(4),V(n002),V(n003),V(n014),V(n020),V(n004),V(n007),V(n015),V(n017),V(n005),V(n012),V(6),V(n006),Ic(Q19),Ib(Q19),Ie(Q19),Ic(Q11),Ib(Q11),Ie(Q11),Ic(Q10),Ib(Q10),Ie(Q10),Ic(Q9),Ib(Q9),Ie(Q9),Ic(Q4),Ib(Q4),Ie(Q4),Ic(Q6),Ib(Q6),Ie(Q6),Ic(Q5),Ib(Q5),Ie(Q5),Ic(Q20),Ib(Q20),Ie(Q20),Ic(Q18),Ib(Q18),Ie(Q18),Ic(Q17),Ib(Q17),Ie(Q17),Ic(Q16),Ib(Q16),Ie(Q16),Ic(Q15),Ib(Q15),Ie(Q15),Ic(Q14),Ib(Q14),Ie(Q14),Ic(Q13),Ib(Q13),Ie(Q13),Ic(Q12),Ib(Q12),Ie(Q12),Ic(Q3),Ib(Q3),Ie(Q3),Ic(Q8),Ib(Q8),Ie(Q8),Ic(Q7),Ib(Q7),Ie(Q7),Ic(Q2),Ib(Q2),Ie(Q2),Ic(Q1),Ib(Q1),Ie(Q1),I(C1),I(R14),I(R13),I(R12),I(R11),I(R10),I(R9),I(R8),I(R7),I(R6),I(R5),I(R4),I(R3),I(R2),I(R1),I(V3),I(V2),I(V1)
0.009408167473,14.328914,0.5442891,-0.10815558,0.55405104,-0.103269294,-13.526887,-0.7598444,-13.677586,-14.340001,-14.991312,-14.991311,15,-15,14.22915,6.8701706,-14.231234,-14.903287,6.3926506,5.6308165,-14.201326,-14.967122,6.109275,6.095421,6.0954213,0.54551274,2.23E-08,-2.91E-08,6.78E-09,-0.00067597104,-2.70E-05,0.00070296874,-0.0006757266,-2.70E-05,0.0007027557,-1.84E-05,-7.33E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.73E-06,-3.52E-07,9.08E-06,-1.05E-05,-4.24E-07,1.10E-05,-1.05E-10,3.90E-11,6.57E-11,0.00054975896,4.38E-06,-0.0005541439,2.44E-12,-1.15E-12,-1.29E-12,2.10E-05,1.78E-07,-2.12E-05,0.0006523268,5.23E-06,-0.0006575552,0.00056720595,4.54E-06,-0.00057174364,1.92E-05,1.54E-07,-1.93E-05,0.0007238084,5.79E-06,-0.0007295989,1.32E-05,1.06E-07,-1.33E-05,8.62E-06,6.89E-08,-8.69E-06,8.62E-06,6.89E-08,-8.69E-06,1.09E-05,8.60E-08,-1.10E-05,9.01E-06,7.10E-08,-9.08E-06,-1.74E-06,-7.10E-08,0.0007297534,0.000554051,0.00055413705,6.78E-09,0.00055414386,0.0001061155,-0.00010157785,0.0006575552,1.60E-05,1.93E-05,8.69E-06,1.32E-05,8.69E-06,-7.10E-08,-0.0020070048,0.0014530248
0.009417933098,14.328915,0.49192202,-0.16041917,0.50205946,-0.1553449,-13.5268345,-0.8120043,-13.677732,-14.340141,-14.991346,-14.991346,15,-15,14.22915,6.294194,-14.231234,-14.903287,5.8166428,5.0547853,-14.201281,-14.967098,5.536071,5.523516,5.5235167,0.4930931,2.26E-08,-3.06E-08,7.95E-09,-0.00067597546,-2.70E-05,0.00070297264,-0.0006757271,-2.70E-05,0.0007027562,-1.84E-05,-7.33E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.69E-06,-3.51E-07,9.04E-06,-1.06E-05,-4.26E-07,1.10E-05,-1.19E-10,5.12E-11,6.82E-11,0.0004981818,3.97E-06,-0.0005021538,2.45E-12,-1.14E-12,-1.31E-12,2.10E-05,1.79E-07,-2.12E-05,0.0006528094,5.23E-06,-0.0006580421,0.0005676848,4.54E-06,-0.0005722263,1.92E-05,1.55E-07,-1.93E-05,0.0007238084,5.79E-06,-0.0007295989,1.32E-05,1.06E-07,-1.33E-05,8.58E-06,6.87E-08,-8.65E-06,8.58E-06,6.87E-08,-8.65E-06,1.09E-05,8.62E-08,-1.10E-05,8.97E-06,7.07E-08,-9.04E-06,-1.80E-06,-7.07E-08,0.0007297534,0.0005020595,0.00050214573,7.95E-09,0.0005021537,0.00010612249,-0.00010158101,0.0006580421,1.60E-05,1.93E-05,8.65E-06,1.32E-05,8.65E-06,-7.07E-08,-0.0019554277,0.001453439
0.009427698723,14.328915,0.43770048,-0.21454665,0.44817817,-0.2093021,-13.526781,-0.8660376,-13.677866,-14.340268,-14.991379,-14.991379,15,-15,14.22915,5.6969814,-14.231234,-14.903287,5.2193985,4.4575167,-14.201234,-14.967073,4.9420314,4.930824,4.9308243,0.43881753,2.25E-08,-3.20E-08,9.49E-09,-0.0006759788,-2.70E-05,0.0007029756,-0.0006757275,-2.70E-05,0.0007027566,-1.84E-05,-7.33E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.66E-06,-3.50E-07,9.01E-06,-1.06E-05,-4.27E-07,1.10E-05,-1.38E-10,6.72E-11,7.04E-11,0.0004447301,3.54E-06,-0.0004482743,2.46E-12,-1.14E-12,-1.33E-12,2.10E-05,1.79E-07,-2.12E-05,0.00065329915,5.24E-06,-0.0006585362,0.00056817086,4.55E-06,-0.00057271624,1.92E-05,1.55E-07,-1.93E-05,0.00072380836,5.79E-06,-0.00072959886,1.32E-05,1.06E-07,-1.33E-05,8.55E-06,6.84E-08,-8.62E-06,8.55E-06,6.84E-08,-8.62E-06,1.09E-05,8.64E-08,-1.10E-05,8.94E-06,7.04E-08,-9.01E-06,-1.87E-06,-7.04E-08,0.0007297534,0.00044817818,0.00044826462,9.49E-09,0.00044827416,0.00010612959,-0.00010158423,0.0006585362,1.60E-05,1.93E-05,8.62E-06,1.32E-05,8.62E-06,-7.04E-08,-0.0019019757,0.0014538679
0.009437464348,14.328916,0.38182855,-0.27033424,0.39261046,-0.2649374,-13.526728,-0.9217407,-13.677985,-14.340383,-14.991407,-14.991407,15,-15,14.22915,5.080671,-14.231234,-14.903287,4.603055,3.8411493,-14.201187,-14.967049,4.329399,4.319581,4.3195815,0.38289037,2.18E-08,-3.34E-08,1.16E-08,-0.00067598105,-2.70E-05,0.00070297765,-0.00067572773,-2.70E-05,0.0007027568,-1.84E-05,-7.33E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.63E-06,-3.49E-07,8.98E-06,-1.06E-05,-4.29E-07,1.11E-05,-1.61E-10,8.86E-11,7.24E-11,0.0003896059,3.10E-06,-0.000392709,2.47E-12,-1.13E-12,-1.34E-12,2.10E-05,1.80E-07,-2.12E-05,0.0006537945,5.24E-06,-0.000659036,0.00056866254,4.55E-06,-0.0005732118,1.92E-05,1.55E-07,-1.93E-05,0.00072380836,5.79E-06,-0.0007295988,1.32E-05,1.06E-07,-1.33E-05,8.52E-06,6.82E-08,-8.59E-06,8.52E-06,6.82E-08,-8.59E-06,1.10E-05,8.66E-08,-1.11E-05,8.91E-06,7.02E-08,-8.98E-06,-1.92E-06,-7.02E-08,0.0007297534,0.0003926105,0.0003926971,1.16E-08,0.00039270875,0.00010613677,-0.00010158747,0.000659036,1.60E-05,1.93E-05,8.59E-06,1.32E-05,8.59E-06,-7.02E-08,-0.0018468505,0.00145431
0.009456995598,14.328917,0.26598015,-0.38604328,0.27726305,-0.38039568,-13.52662,-1.0373102,-13.678182,-14.34057,-14.991454,-14.991454,15,-15,14.22915,3.7993662,-14.231234,-14.903288,3.3216853,2.5597303,-14.201093,-14.966998,3.0576975,3.0507624,3.0507634,0.26692864,1.71E-08,-3.61E-08,1.90E-08,-0.0006759828,-2.70E-05,0.0007029792,-0.00067572785,-2.70E-05,0.00070275704,-1.84E-05,-7.33E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.58E-06,-3.47E-07,8.93E-06,-1.07E-05,-4.30E-07,1.11E-05,-2.37E-10,1.62E-10,7.56E-11,0.00027518225,2.19E-06,-0.00027736966,2.48E-12,-1.13E-12,-1.35E-12,2.10E-05,1.80E-07,-2.12E-05,0.0006547959,5.25E-06,-0.00066004624,0.00056965655,4.56E-06,-0.0005742138,1.92E-05,1.55E-07,-1.93E-05,0.0007238083,5.79E-06,-0.00072959875,1.32E-05,1.06E-07,-1.33E-05,8.48E-06,6.78E-08,-8.55E-06,8.48E-06,6.78E-08,-8.55E-06,1.10E-05,8.70E-08,-1.11E-05,8.86E-06,6.97E-08,-8.93E-06,-2.01E-06,-6.97E-08,0.0007297534,0.00027726305,0.00027735002,1.89E-08,0.00027736905,0.000106151274,-0.00010159402,0.0006600462,1.60E-05,1.93E-05,8.55E-06,1.32E-05,8.55E-06,-6.97E-08,-0.0017324232,0.0014552294
0.009466761223,14.328917,0.2064398,-0.4455276,0.21792367,-0.43977943,-13.526566,-1.0967385,-13.678261,-14.340646,-14.991472,-14.991472,15,-15,14.22915,3.1385071,-14.231234,-14.903288,2.6607935,1.8988137,-14.201046,-14.966972,2.4034824,2.39803,2.3980312,0.20733052,1.12E-08,-3.75E-08,2.63E-08,-0.00067598256,-2.70E-05,0.000702979,-0.00067572785,-2.70E-05,0.000702757,-1.84E-05,-7.33E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.57E-06,-3.46E-07,8.91E-06,-1.07E-05,-4.31E-07,1.11E-05,-3.09E-10,2.32E-10,7.67E-11,0.00021632202,1.72E-06,-0.00021803842,2.48E-12,-1.12E-12,-1.36E-12,2.11E-05,1.81E-07,-2.12E-05,0.00065529975,5.25E-06,-0.0006605545,0.0005701566,4.56E-06,-0.0005747179,1.92E-05,1.55E-07,-1.93E-05,0.0007238083,5.79E-06,-0.00072959875,1.32E-05,1.06E-07,-1.33E-05,8.46E-06,6.77E-08,-8.53E-06,8.46E-06,6.77E-08,-8.53E-06,1.10E-05,8.71E-08,-1.11E-05,8.84E-06,6.96E-08,-8.91E-06,-2.05E-06,-6.96E-08,0.0007297534,0.00021792366,0.00021801077,2.62E-08,0.00021803705,0.000106158564,-0.00010159731,0.0006605543,1.60E-05,1.93E-05,8.53E-06,1.32E-05,8.53E-06,-6.96E-08,-0.0016735605,0.0014557054
0.009476526848,14.328917,0.14611962,-0.5057972,0.15778485,-0.49995822,-13.526511,-1.1569574,-13.678332,-14.340714,-14.991489,-14.991489,15,-15,14.22915,2.4663832,-14.231234,-14.903288,1.9886369,1.2266321,-14.200997,-14.966948,1.7404535,1.7365036,1.7365056,0.14695206,-1.50E-09,-3.92E-08,4.08E-08,-0.0006759819,-2.70E-05,0.0007029784,-0.0006757278,-2.70E-05,0.0007027569,-1.84E-05,-7.33E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.55E-06,-3.46E-07,8.89E-06,-1.07E-05,-4.32E-07,1.11E-05,-4.42E-10,3.64E-10,7.75E-11,0.00015667558,1.24E-06,-0.00015791455,2.49E-12,-1.12E-12,-1.37E-12,2.11E-05,1.81E-07,-2.12E-05,0.00065580633,5.26E-06,-0.00066106545,0.00057065906,4.57E-06,-0.00057522435,1.92E-05,1.55E-07,-1.93E-05,0.0007238083,5.79E-06,-0.0007295987,1.32E-05,1.06E-07,-1.33E-05,8.44E-06,6.75E-08,-8.51E-06,8.44E-06,6.75E-08,-8.51E-06,1.11E-05,8.72E-08,-1.11E-05,8.82E-06,6.94E-08,-8.89E-06,-2.08E-06,-6.94E-08,0.0007297534,0.00015778485,0.00015787208,4.06E-08,0.00015791277,0.000106165884,-0.00010160062,0.0006610652,1.60E-05,1.93E-05,8.51E-06,1.32E-05,8.51E-06,-6.94E-08,-0.0016139115,0.0014561948
0.009486292473,14.328917,0.08524709,-0.5666106,0.09712441,-0.5606655,-13.526455,-1.2177116,-13.678415,-14.340795,-14.9915085,-14.9915085,15,-15,14.22915,1.7826765,-14.231234,-14.903288,1.3048962,0.54286635,-14.200949,-14.966921,1.071675,1.0692381,1.0692424,0.08602049,-4.44E-08,-4.26E-08,8.70E-08,-0.0006759821,-2.70E-05,0.0007029786,-0.00067572785,-2.70E-05,0.0007027569,-1.84E-05,-7.33E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.53E-06,-3.45E-07,8.87E-06,-1.07E-05,-4.33E-07,1.12E-05,-7.91E-10,7.13E-10,7.79E-11,9.65E-05,7.57E-07,-9.73E-05,2.54E-12,-1.11E-12,-1.42E-12,2.11E-05,1.82E-07,-2.12E-05,0.0006563253,5.26E-06,-0.00066158903,0.0005711723,4.57E-06,-0.00057574164,1.92E-05,1.55E-07,-1.93E-05,0.0007238083,5.79E-06,-0.0007295987,1.32E-05,1.06E-07,-1.33E-05,8.42E-06,6.74E-08,-8.49E-06,8.42E-06,6.74E-08,-8.49E-06,1.11E-05,8.74E-08,-1.12E-05,8.80E-06,6.92E-08,-8.87E-06,-2.12E-06,-6.92E-08,0.0007297534,9.71E-05,9.72E-05,8.65E-08,9.73E-05,0.000106173364,-0.000101604,0.00066158874,1.60E-05,1.93E-05,8.49E-06,1.32E-05,8.49E-06,-6.92E-08,-0.0015537777,0.0014567212
0.009496058098,14.328917,0.024059344,-0.62756866,0.036756806,-0.621213,-13.52638,-1.2784395,-13.678738,-14.341102,-14.991585,-14.991585,15,-15,14.22915,1.0752392,-14.231234,-14.903288,0.5974176,-0.16464339,-14.200883,-14.966886,0.40616336,0.40513203,0.4052055,0.024765171,-1.37E-06,-1.02E-07,1.47E-06,-0.00067599677,-2.70E-05,0.0007029916,-0.00067572936,-2.70E-05,0.00070275855,-1.84E-05,-7.33E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.45E-06,-3.42E-07,8.80E-06,-1.08E-05,-4.36E-07,1.12E-05,-3.49E-09,3.42E-09,7.08E-11,3.80E-05,2.83E-07,-3.83E-05,3.48E-12,-9.38E-13,-2.54E-12,2.11E-05,1.83E-07,-2.13E-05,0.0006570178,5.27E-06,-0.0006622882,0.000571803,4.57E-06,-0.0005763774,1.92E-05,1.55E-07,-1.93E-05,0.0007238083,5.79E-06,-0.00072959875,1.32E-05,1.06E-07,-1.33E-05,8.35E-06,6.67E-08,-8.42E-06,8.35E-06,6.67E-08,-8.42E-06,1.11E-05,8.81E-08,-1.12E-05,8.73E-06,6.86E-08,-8.80E-06,-2.27E-06,-6.86E-08,0.0007297534,3.68E-05,3.68E-05,1.47E-06,3.83E-05,0.00010618255,-0.00010160814,0.0006622879,1.60E-05,1.93E-05,8.42E-06,1.32E-05,8.42E-06,-6.86E-08,-0.0014952786,0.0014585889
0.009502644598,14.3289175,-0.017291792,-0.6686847,-0.003757991,-0.6619105,-13.52629,-1.31932,-13.679068,-14.341417,-14.991662,-14.991662,15,-15,14.229149,0.56727576,-14.231234,-14.903288,0.08942774,-0.67265314,-14.200807,-14.966845,-0.040241584,-0.04105496,-0.040451553,-0.016615734,-1.16E-05,-5.14E-07,1.21E-05,-0.000676013,-2.70E-05,0.00070300605,-0.0006757311,-2.70E-05,0.00070276036,-1.84E-05,-7.33E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.38E-06,-3.39E-07,8.72E-06,-1.09E-05,-4.39E-07,1.13E-05,-4.87E-09,4.84E-09,3.02E-11,8.36E-06,4.28E-08,-8.40E-06,4.99E-12,-4.56E-13,-4.54E-12,2.11E-05,1.84E-07,-2.13E-05,0.0006578317,5.28E-06,-0.00066310976,0.0005722067,4.58E-06,-0.0005767843,1.92E-05,1.55E-07,-1.93E-05,0.00072380825,5.79E-06,-0.0007295987,1.32E-05,1.06E-07,-1.33E-05,8.27E-06,6.62E-08,-8.34E-06,8.27E-06,6.62E-08,-8.34E-06,1.12E-05,8.86E-08,-1.13E-05,8.65E-06,6.80E-08,-8.72E-06,-2.42E-06,-6.80E-08,0.0007297534,-3.76E-06,-3.67E-06,1.21E-05,8.40E-06,0.00010618844,-0.000101610785,0.00066310965,1.60E-05,1.93E-05,8.34E-06,1.32E-05,8.34E-06,-6.80E-08,-0.0014656119,0.0014694375
0.009507334516,14.3289175,-0.0467371,-0.6981954,-0.03343762,-0.6915385,-13.526202,-1.3488963,-13.678977,-14.341331,-14.991641,-14.991641,15,-15,14.22915,0.19549276,-14.231234,-14.903288,-0.28235567,-1.0444368,-14.200727,-14.966803,-0.36691716,-0.36862347,-0.3669301,-0.04606781,-3.25E-05,-1.35E-06,3.39E-05,-0.0006760049,-2.70E-05,0.00070299883,-0.00067573023,-2.70E-05,0.0007027595,-1.84E-05,-7.33E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.40E-06,-3.40E-07,8.74E-06,-1.09E-05,-4.38E-07,1.13E-05,-3.29E-09,3.29E-09,2.19E-12,5.38E-07,-1.62E-08,-5.22E-07,5.21E-12,-6.56E-14,-5.15E-12,2.11E-05,1.84E-07,-2.13E-05,0.00065866637,5.28E-06,-0.0006639509,0.00057221315,4.58E-06,-0.00057679083,1.92E-05,1.55E-07,-1.93E-05,0.0007238082,5.79E-06,-0.0007295987,1.32E-05,1.06E-07,-1.33E-05,8.29E-06,6.64E-08,-8.36E-06,8.29E-06,6.64E-08,-8.36E-06,1.12E-05,8.84E-08,-1.13E-05,8.67E-06,6.82E-08,-8.74E-06,-2.38E-06,-6.82E-08,0.0007297534,-3.34E-05,-3.33E-05,3.39E-05,5.18E-07,0.000106188534,-0.00010161083,0.00066395104,1.60E-05,1.93E-05,8.36E-06,1.32E-05,8.36E-06,-6.82E-08,-0.0014577814,0.0014912878
0.009513104442,14.3289175,-0.08290984,-0.73464745,-0.070604675,-0.7284882,-13.526079,-1.3856282,-13.678585,-14.340956,-14.991549,-14.9915495,15,-15,14.22915,-0.24282491,-14.231234,-14.903288,-0.72065973,-1.4827307,-14.200617,-14.9667425,-0.77577245,-0.7793056,-0.77577484,-0.082244635,-6.79E-05,-2.76E-06,7.06E-05,-0.0006759788,-2.70E-05,0.0007029756,-0.00067572744,-2.70E-05,0.0007027566,-1.84E-05,-7.33E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.49E-06,-3.43E-07,8.83E-06,-1.08E-05,-4.34E-07,1.12E-05,-1.24E-09,1.24E-09,2.67E-13,1.13E-07,-1.47E-08,-9.87E-08,5.59E-12,1.25E-14,-5.60E-12,2.11E-05,1.83E-07,-2.13E-05,0.0006598523,5.29E-06,-0.00066514534,0.0005720056,4.58E-06,-0.00057658163,1.92E-05,1.55E-07,-1.93E-05,0.00072380825,5.79E-06,-0.0007295987,1.32E-05,1.06E-07,-1.33E-05,8.38E-06,6.71E-08,-8.45E-06,8.38E-06,6.71E-08,-8.45E-06,1.11E-05,8.77E-08,-1.12E-05,8.76E-06,6.90E-08,-8.83E-06,-2.20E-06,-6.90E-08,0.0007297534,-7.06E-05,-7.05E-05,7.06E-05,9.73E-08,0.000106185515,-0.00010160947,0.00066514546,1.60E-05,1.93E-05,8.45E-06,1.32E-05,8.45E-06,-6.90E-08,-0.0014573397,0.0015280142
0.009518374659,14.3289175,-0.115857296,-0.76770496,-0.10394405,-0.7617419,-13.525955,-1.418796,-13.67843,-14.340808,-14.991512,-14.991512,15,-15,14.22915,-0.6228587,-14.231234,-14.903288,-1.1006881,-1.8627551,-14.200506,-14.966683,-1.1425092,-1.147706,-1.1425104,-0.11519508,-9.99E-05,-4.04E-06,0.000103912076,-0.00067596737,-2.70E-05,0.0007029655,-0.0006757263,-2.70E-05,0.0007027553,-1.84E-05,-7.33E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.53E-06,-3.45E-07,8.87E-06,-1.07E-05,-4.33E-07,1.12E-05,-8.29E-10,8.29E-10,-3.31E-14,6.83E-08,-1.38E-08,-5.45E-08,5.96E-12,5.10E-14,-6.01E-12,2.11E-05,1.83E-07,-2.13E-05,0.00066103553,5.30E-06,-0.0006663377,0.0005719224,4.58E-06,-0.0005764978,1.92E-05,1.55E-07,-1.93E-05,0.00072380825,5.79E-06,-0.0007295987,1.32E-05,1.06E-07,-1.33E-05,8.42E-06,6.74E-08,-8.49E-06,8.42E-06,6.74E-08,-8.49E-06,1.11E-05,8.74E-08,-1.12E-05,8.80E-06,6.92E-08,-8.87E-06,-2.12E-06,-6.92E-08,0.0007297534,-0.00010394405,-0.00010385665,0.00010391014,5.35E-08,0.00010618431,-0.00010160892,0.000666338,1.60E-05,1.93E-05,8.49E-06,1.32E-05,8.49E-06,-6.92E-08,-0.0014572871,0.0015613022
0.009523424724,14.3289175,-0.1472681,-0.7991422,-0.13544953,-0.7932265,-13.525831,-1.4502596,-13.678392,-14.340773,-14.991504,-14.991504,15,-15,14.22915,-0.97821033,-14.231234,-14.903288,-1.4560382,-2.2181041,-14.200397,-14.966624,-1.4890705,-1.4958414,-1.4890715,-0.14665107,-0.00013015383,-5.25E-06,0.0001354027,-0.0006759632,-2.70E-05,0.00070296176,-0.0006757258,-2.70E-05,0.0007027548,-1.84E-05,-7.33E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.53E-06,-3.45E-07,8.88E-06,-1.07E-05,-4.33E-07,1.12E-05,-6.69E-10,6.69E-10,-8.49E-13,5.20E-08,-1.34E-08,-3.86E-08,5.64E-12,1.16E-13,-5.76E-12,2.11E-05,1.83E-07,-2.13E-05,0.0006622127,5.31E-06,-0.00066752435,0.00057190045,4.58E-06,-0.00057647564,1.92E-05,1.55E-07,-1.93E-05,0.00072380825,5.79E-06,-0.00072959875,1.32E-05,1.06E-07,-1.33E-05,8.43E-06,6.74E-08,-8.50E-06,8.43E-06,6.74E-08,-8.50E-06,1.11E-05,8.73E-08,-1.12E-05,8.81E-06,6.93E-08,-8.88E-06,-2.11E-06,-6.93E-08,0.0007297534,-0.00013544953,-0.00013536219,0.0001353999,3.77E-08,0.000106183994,-0.00010160878,0.0006675248,1.60E-05,1.93E-05,8.50E-06,1.32E-05,8.50E-06,-6.93E-08,-0.0014572677,0.0015927891
0.009533190349,14.328917,-0.20753284,-0.8594631,-0.19591537,-0.853648,-13.525593,-1.5106366,-13.678314,-14.340696,-14.991486,-14.991486,15,-15,14.22915,-1.6564599,-14.231234,-14.903288,-2.134285,-2.8963485,-14.200186,-14.966511,-2.1541965,-2.1639895,-2.1541972,-0.20703284,-0.00018827933,-7.57E-06,0.000195853,-0.000675955,-2.70E-05,0.0007029545,-0.00067572494,-2.70E-05,0.00070275395,-1.84E-05,-7.33E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.55E-06,-3.46E-07,8.90E-06,-1.07E-05,-4.32E-07,1.11E-05,-5.03E-10,5.03E-10,9.96E-15,3.63E-08,-1.29E-08,-2.34E-08,5.88E-12,4.12E-14,-5.92E-12,2.11E-05,1.83E-07,-2.13E-05,0.00066446967,5.33E-06,-0.00066979934,0.0005718553,4.57E-06,-0.0005764301,1.92E-05,1.55E-07,-1.93E-05,0.00072380825,5.79E-06,-0.00072959875,1.32E-05,1.06E-07,-1.33E-05,8.45E-06,6.76E-08,-8.52E-06,8.45E-06,6.76E-08,-8.52E-06,1.10E-05,8.72E-08,-1.11E-05,8.83E-06,6.95E-08,-8.90E-06,-2.07E-06,-6.95E-08,0.0007297534,-0.00019591537,-0.00019582818,0.00019585098,2.28E-08,0.00010618333,-0.000101608486,0.0006697997,1.60E-05,1.93E-05,8.51E-06,1.32E-05,8.51E-06,-6.95E-08,-0.0014572458,0.0016532326
0.009542955974,14.328917,-0.267081,-0.9190657,-0.25565886,-0.91334844,-13.525358,-1.5702939,-13.678237,-14.340624,-14.9914665,-14.9914665,15,-15,14.22915,-2.3243883,-14.231234,-14.903288,-2.8022103,-3.564272,-14.199978,-14.966398,-2.811376,-2.8241558,-2.8113766,-0.2666354,-0.00024571718,-9.87E-06,0.00025558827,-0.0006759473,-2.70E-05,0.0007029476,-0.0006757241,-2.70E-05,0.0007027531,-1.84E-05,-7.33E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.57E-06,-3.47E-07,8.92E-06,-1.07E-05,-4.31E-07,1.11E-05,-4.14E-10,4.14E-10,4.58E-15,2.75E-08,-1.24E-08,-1.51E-08,5.80E-12,3.14E-14,-5.83E-12,2.12E-05,1.84E-07,-2.13E-05,0.000666701,5.35E-06,-0.00067204854,0.0005718117,4.57E-06,-0.00057638617,1.92E-05,1.55E-07,-1.93E-05,0.0007238083,5.79E-06,-0.00072959875,1.32E-05,1.06E-07,-1.33E-05,8.47E-06,6.77E-08,-8.53E-06,8.47E-06,6.77E-08,-8.53E-06,1.10E-05,8.71E-08,-1.11E-05,8.85E-06,6.96E-08,-8.92E-06,-2.03E-06,-6.96E-08,0.0007297534,-0.00025565884,-0.0002555718,0.00025558635,1.46E-08,0.00010618269,-0.000101608195,0.0006720489,1.60E-05,1.93E-05,8.53E-06,1.32E-05,8.53E-06,-6.96E-08,-0.0014572312,0.0017129617
0.009562487224,14.328916,-0.3829499,-1.0350672,-0.37200385,-1.0295882,-13.524904,-1.6864282,-13.678049,-14.340445,-14.991423,-14.991423,15,-15,14.22915,-3.6209934,-14.231234,-14.903288,-4.0988083,-4.860865,-14.199575,-14.96618,-4.091174,-4.109771,-4.0911746,-0.38260928,-0.0003575798,-1.43E-05,0.000371925,-0.0006759309,-2.70E-05,0.00070293306,-0.0006757224,-2.70E-05,0.0007027513,-1.84E-05,-7.33E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.62E-06,-3.48E-07,8.96E-06,-1.06E-05,-4.29E-07,1.11E-05,-3.19E-10,3.19E-10,1.55E-15,1.91E-08,-1.16E-08,-7.58E-09,5.57E-12,-7.88E-15,-5.56E-12,2.12E-05,1.84E-07,-2.14E-05,0.0006710281,5.38E-06,-0.0006764102,0.0005717085,4.57E-06,-0.00057628215,1.92E-05,1.55E-07,-1.93E-05,0.0007238083,5.79E-06,-0.0007295988,1.32E-05,1.06E-07,-1.33E-05,8.51E-06,6.81E-08,-8.58E-06,8.51E-06,6.81E-08,-8.58E-06,1.10E-05,8.68E-08,-1.11E-05,8.89E-06,7.01E-08,-8.96E-06,-1.95E-06,-7.01E-08,0.0007297534,-0.00037200382,-0.0003719171,0.0003719243,7.23E-09,0.000106181185,-0.00010160752,0.00067641033,1.60E-05,1.93E-05,8.58E-06,1.32E-05,8.58E-06,-7.01E-08,-0.0014572118,0.0018292863
0.009582018474,14.328916,-0.4930706,-1.1453583,-0.4827389,-1.1401869,-13.524476,-1.7968899,-13.677808,-14.340214,-14.991365,-14.991365,15,-15,14.22915,-4.8524923,-14.231234,-14.903287,-5.330299,-6.092349,-14.199196,-14.965974,-5.309264,-5.3333974,-5.3092647,-0.49282834,-0.00046405353,-1.86E-05,0.00048265682,-0.00067591283,-2.70E-05,0.00070291694,-0.00067572045,-2.70E-05,0.0007027493,-1.84E-05,-7.33E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.67E-06,-3.50E-07,9.02E-06,-1.06E-05,-4.27E-07,1.10E-05,-2.66E-10,2.66E-10,5.00E-16,1.50E-08,-1.06E-08,-4.36E-09,5.27E-12,-7.18E-14,-5.20E-12,2.12E-05,1.84E-07,-2.14E-05,0.00067511445,5.41E-06,-0.000680529,0.0005715785,4.57E-06,-0.0005761511,1.92E-05,1.55E-07,-1.93E-05,0.0007238084,5.79E-06,-0.00072959886,1.32E-05,1.06E-07,-1.33E-05,8.57E-06,6.85E-08,-8.64E-06,8.57E-06,6.85E-08,-8.64E-06,1.09E-05,8.64E-08,-1.10E-05,8.95E-06,7.06E-08,-9.02E-06,-1.83E-06,-7.06E-08,0.0007297534,-0.00048273895,-0.00048265257,0.00048265664,4.09E-09,0.000106179294,-0.00010160667,0.000680529,1.60E-05,1.93E-05,8.64E-06,1.32E-05,8.64E-06,-7.06E-08,-0.0014571962,0.0019400059
